,school,sex,age,mother's_education,father's_education,reason,study_time,family_support,extra_classes,higher,G1,G2,G3,subject,study_x_mother's_education,study_x_father's_education
664,Gabriel Peireira,Male,17,Post-Secondary,Secondary,course,2-5 hr,no,no,yes,15,15,15,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
665,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,12,12,12,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
666,Gabriel Peireira,Male,16,Post-Secondary,Secondary,course,<2 hr,no,no,yes,14,14,15,Portuguese,<2 hr X Post-Secondary,<2 hr X Secondary
667,Gabriel Peireira,Male,16,Post-Secondary,Post-Secondary,course,<2 hr,no,yes,yes,14,15,15,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
668,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,course,2-5 hr,yes,yes,yes,11,11,12,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
669,Gabriel Peireira,Male,17,Primary,Primary,home,5-10 hr,no,no,yes,13,14,15,Portuguese,5-10 hr X Primary,5-10 hr X Primary
670,Gabriel Peireira,Female,17,Secondary,Secondary,home,5-10 hr,yes,no,yes,11,11,11,Portuguese,5-10 hr X Secondary,5-10 hr X Secondary
671,Gabriel Peireira,Female,17,Primary,Primary,course,2-5 hr,no,no,yes,10,9,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
672,Gabriel Peireira,Female,18,Grade 5-9,Primary,course,5-10 hr,yes,no,yes,12,10,11,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Primary
673,Gabriel Peireira,Male,16,Grade 5-9,Primary,course,<2 hr,no,no,yes,15,16,16,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
674,Gabriel Peireira,Female,17,Primary,Primary,course,2-5 hr,yes,no,yes,11,10,11,Portuguese,2-5 hr X Primary,2-5 hr X Primary
675,Gabriel Peireira,Male,17,Grade 5-9,Secondary,course,<2 hr,no,no,yes,9,12,13,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
676,Gabriel Peireira,Male,22,Secondary,Primary,other,<2 hr,no,no,no,7,8,5,Portuguese,<2 hr X Secondary,<2 hr X Primary
677,Gabriel Peireira,Male,18,Secondary,Secondary,course,2-5 hr,yes,no,yes,10,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
678,Gabriel Peireira,Male,16,None,Grade 5-9,other,<2 hr,no,no,yes,11,12,11,Portuguese,<2 hr X None,<2 hr X Grade 5-9
679,Gabriel Peireira,Male,18,Secondary,Grade 5-9,course,<2 hr,no,no,no,7,8,7,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
680,Gabriel Peireira,Male,16,Secondary,Secondary,reputation,2-5 hr,yes,no,yes,9,11,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
681,Gabriel Peireira,Male,18,Grade 5-9,Primary,other,<2 hr,no,no,no,7,8,6,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
682,Gabriel Peireira,Male,16,Grade 5-9,Primary,course,<2 hr,no,no,yes,14,13,12,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
683,Gabriel Peireira,Male,17,Grade 5-9,Primary,course,<2 hr,no,no,yes,12,12,13,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
684,Gabriel Peireira,Male,17,Primary,Primary,course,<2 hr,yes,no,yes,9,10,10,Portuguese,<2 hr X Primary,<2 hr X Primary
685,Gabriel Peireira,Female,18,Grade 5-9,Primary,course,2-5 hr,yes,no,yes,12,12,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
686,Gabriel Peireira,Female,17,Post-Secondary,Grade 5-9,reputation,>10 hr,yes,no,yes,14,15,17,Portuguese,>10 hr X Post-Secondary,>10 hr X Grade 5-9
687,Gabriel Peireira,Female,19,Grade 5-9,Grade 5-9,home,2-5 hr,yes,no,yes,10,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
688,Gabriel Peireira,Male,18,Grade 5-9,Primary,course,2-5 hr,no,no,no,11,10,11,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
689,Gabriel Peireira,Female,17,Post-Secondary,Grade 5-9,course,5-10 hr,yes,no,yes,11,12,14,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Grade 5-9
690,Gabriel Peireira,Female,18,Primary,Primary,home,5-10 hr,yes,no,yes,11,12,14,Portuguese,5-10 hr X Primary,5-10 hr X Primary
691,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,home,2-5 hr,no,no,yes,11,11,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
692,Gabriel Peireira,Male,19,Post-Secondary,Secondary,reputation,2-5 hr,yes,no,yes,11,13,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
693,Gabriel Peireira,Male,18,Grade 5-9,Primary,home,2-5 hr,no,no,yes,16,16,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
694,Gabriel Peireira,Male,17,Grade 5-9,Grade 5-9,other,<2 hr,no,no,no,9,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
695,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,>10 hr,no,no,yes,10,11,12,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
696,Gabriel Peireira,Female,20,Grade 5-9,Primary,course,2-5 hr,yes,yes,no,10,12,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
697,Gabriel Peireira,Female,18,Post-Secondary,Secondary,home,2-5 hr,yes,no,yes,15,15,15,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
698,Gabriel Peireira,Male,18,Post-Secondary,Secondary,course,2-5 hr,yes,no,yes,10,10,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
699,Gabriel Peireira,Male,18,Secondary,Grade 5-9,course,5-10 hr,no,no,yes,10,11,12,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
700,Gabriel Peireira,Female,17,Secondary,Secondary,home,5-10 hr,no,no,yes,15,12,13,Portuguese,5-10 hr X Secondary,5-10 hr X Secondary
701,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,home,5-10 hr,yes,no,yes,11,12,13,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
702,Gabriel Peireira,Male,17,Grade 5-9,Grade 5-9,home,<2 hr,no,no,no,8,8,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
703,Gabriel Peireira,Male,18,Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,15,16,16,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
704,Gabriel Peireira,Male,17,Secondary,Primary,other,2-5 hr,no,no,yes,11,11,14,Portuguese,2-5 hr X Secondary,2-5 hr X Primary
705,Gabriel Peireira,Female,18,Post-Secondary,Post-Secondary,reputation,2-5 hr,no,no,yes,10,11,12,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
706,Gabriel Peireira,Male,18,Post-Secondary,Grade 5-9,reputation,2-5 hr,yes,no,yes,10,12,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
707,Gabriel Peireira,Female,18,Grade 5-9,Primary,reputation,2-5 hr,yes,no,no,8,9,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
708,Gabriel Peireira,Female,19,Secondary,Secondary,home,2-5 hr,yes,no,yes,11,12,12,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
709,Gabriel Peireira,Female,18,Grade 5-9,Secondary,reputation,>10 hr,yes,no,yes,16,16,16,Portuguese,>10 hr X Grade 5-9,>10 hr X Secondary
710,Gabriel Peireira,Female,18,Primary,Primary,home,2-5 hr,yes,no,yes,13,13,13,Portuguese,2-5 hr X Primary,2-5 hr X Primary
711,Gabriel Peireira,Male,17,Primary,Grade 5-9,home,2-5 hr,yes,no,yes,16,17,18,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
712,Gabriel Peireira,Female,18,Grade 5-9,Primary,home,2-5 hr,yes,no,yes,14,14,15,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
713,Gabriel Peireira,Female,17,Grade 5-9,Post-Secondary,reputation,2-5 hr,yes,no,yes,15,16,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Post-Secondary
714,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,12,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
715,Gabriel Peireira,Female,18,Secondary,Grade 5-9,home,2-5 hr,no,no,no,12,9,10,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
716,Gabriel Peireira,Male,18,Post-Secondary,Post-Secondary,home,<2 hr,no,no,yes,11,12,12,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
717,Gabriel Peireira,Female,18,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,14,12,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
718,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,reputation,5-10 hr,yes,no,yes,13,15,15,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
719,Gabriel Peireira,Female,19,Secondary,Grade 5-9,reputation,2-5 hr,yes,no,no,9,8,10,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
720,Gabriel Peireira,Male,18,Post-Secondary,Secondary,course,<2 hr,no,no,yes,10,10,10,Portuguese,<2 hr X Post-Secondary,<2 hr X Secondary
721,Gabriel Peireira,Male,18,Primary,Grade 5-9,home,<2 hr,no,no,no,10,10,11,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
722,Gabriel Peireira,Male,17,Post-Secondary,Primary,home,<2 hr,no,no,yes,11,11,10,Portuguese,<2 hr X Post-Secondary,<2 hr X Primary
723,Gabriel Peireira,Male,17,Secondary,Grade 5-9,home,<2 hr,no,no,yes,13,13,13,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
724,Gabriel Peireira,Female,18,Primary,Primary,reputation,>10 hr,yes,no,yes,17,17,18,Portuguese,>10 hr X Primary,>10 hr X Primary
725,Gabriel Peireira,Female,18,Primary,Primary,home,2-5 hr,no,no,yes,12,13,13,Portuguese,2-5 hr X Primary,2-5 hr X Primary
726,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,12,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
727,Gabriel Peireira,Female,18,Grade 5-9,Primary,reputation,2-5 hr,no,no,yes,12,13,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
728,Gabriel Peireira,Male,17,Primary,Primary,reputation,2-5 hr,no,no,yes,12,12,12,Portuguese,2-5 hr X Primary,2-5 hr X Primary
729,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,other,5-10 hr,yes,no,yes,18,18,18,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
730,Gabriel Peireira,Female,17,Primary,Primary,reputation,5-10 hr,yes,no,yes,13,13,14,Portuguese,5-10 hr X Primary,5-10 hr X Primary
731,Gabriel Peireira,Male,18,Grade 5-9,Primary,reputation,5-10 hr,no,no,yes,14,15,15,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Primary
732,Gabriel Peireira,Male,18,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,17,17,17,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
733,Gabriel Peireira,Male,18,Post-Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,15,16,16,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
734,Gabriel Peireira,Female,17,Post-Secondary,Secondary,reputation,5-10 hr,yes,no,yes,17,18,18,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Secondary
735,Gabriel Peireira,Female,17,Secondary,Primary,reputation,>10 hr,yes,no,yes,18,19,19,Portuguese,>10 hr X Secondary,>10 hr X Primary
736,Gabriel Peireira,Male,18,Secondary,Grade 5-9,reputation,5-10 hr,yes,no,yes,14,15,15,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
737,Gabriel Peireira,Male,17,Secondary,Secondary,home,<2 hr,yes,no,yes,14,15,15,Portuguese,<2 hr X Secondary,<2 hr X Secondary
738,Gabriel Peireira,Female,19,Post-Secondary,Post-Secondary,reputation,2-5 hr,yes,no,yes,14,13,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
739,Gabriel Peireira,Female,18,Post-Secondary,Secondary,home,2-5 hr,yes,no,yes,13,14,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
740,Gabriel Peireira,Female,18,Post-Secondary,Secondary,reputation,>10 hr,yes,no,yes,16,17,17,Portuguese,>10 hr X Post-Secondary,>10 hr X Secondary
741,Gabriel Peireira,Male,18,Post-Secondary,Post-Secondary,home,<2 hr,yes,no,yes,18,18,17,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
742,Gabriel Peireira,Female,18,Post-Secondary,Post-Secondary,home,2-5 hr,yes,yes,yes,14,15,15,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
743,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,home,<2 hr,no,no,yes,12,13,13,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
744,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,reputation,5-10 hr,yes,no,yes,7,7,8,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
745,Gabriel Peireira,Female,17,Post-Secondary,Grade 5-9,reputation,5-10 hr,yes,no,yes,16,16,16,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Grade 5-9
746,Gabriel Peireira,Female,17,Secondary,Grade 5-9,reputation,>10 hr,yes,no,yes,18,18,18,Portuguese,>10 hr X Secondary,>10 hr X Grade 5-9
747,Gabriel Peireira,Male,19,Grade 5-9,Primary,course,5-10 hr,no,no,yes,9,10,11,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Primary
748,Gabriel Peireira,Male,20,Secondary,Grade 5-9,course,<2 hr,no,no,yes,14,15,15,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
749,Gabriel Peireira,Male,19,Secondary,Secondary,reputation,2-5 hr,no,no,yes,10,10,11,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
750,Gabriel Peireira,Female,18,Primary,Post-Secondary,home,2-5 hr,yes,no,yes,10,10,11,Portuguese,2-5 hr X Primary,2-5 hr X Post-Secondary
751,Gabriel Peireira,Female,18,Grade 5-9,Primary,course,2-5 hr,yes,no,yes,12,12,15,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
752,Gabriel Peireira,Female,17,Grade 5-9,Secondary,course,2-5 hr,no,no,yes,11,12,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
753,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,15,16,17,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
754,Gabriel Peireira,Female,18,Post-Secondary,Secondary,course,5-10 hr,yes,no,yes,14,15,17,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Secondary
755,Gabriel Peireira,Female,18,Post-Secondary,Secondary,course,<2 hr,yes,no,yes,12,12,15,Portuguese,<2 hr X Post-Secondary,<2 hr X Secondary
756,Gabriel Peireira,Female,17,Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,15,15,17,Portuguese,5-10 hr X Secondary,5-10 hr X Post-Secondary
757,Gabriel Peireira,Female,18,Secondary,Secondary,course,2-5 hr,yes,no,yes,11,12,14,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
758,Gabriel Peireira,Male,19,Post-Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,11,10,10,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
759,Gabriel Peireira,Female,18,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,12,11,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
760,Gabriel Peireira,Female,18,Secondary,Post-Secondary,course,<2 hr,yes,no,yes,11,12,14,Portuguese,<2 hr X Secondary,<2 hr X Post-Secondary
761,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,course,<2 hr,no,no,yes,14,15,17,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
762,Gabriel Peireira,Female,17,Post-Secondary,Secondary,course,2-5 hr,yes,no,yes,15,14,17,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
763,Gabriel Peireira,Female,17,Secondary,Secondary,home,2-5 hr,yes,no,yes,12,12,13,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
764,Gabriel Peireira,Female,17,Grade 5-9,Primary,home,2-5 hr,no,no,yes,11,12,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
765,Gabriel Peireira,Male,18,Post-Secondary,Post-Secondary,reputation,<2 hr,yes,no,yes,8,9,11,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
766,Gabriel Peireira,Female,19,Primary,Primary,course,5-10 hr,no,no,no,10,10,11,Portuguese,5-10 hr X Primary,5-10 hr X Primary
767,Gabriel Peireira,Female,19,Primary,Primary,course,2-5 hr,yes,no,yes,8,8,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
768,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,yes,10,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
769,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,14,13,13,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
770,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,course,5-10 hr,yes,no,yes,11,11,10,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
771,Gabriel Peireira,Female,17,Secondary,Primary,course,5-10 hr,yes,no,yes,17,18,17,Portuguese,5-10 hr X Secondary,5-10 hr X Primary
772,Gabriel Peireira,Female,17,None,Grade 5-9,home,5-10 hr,no,no,yes,14,14,15,Portuguese,5-10 hr X None,5-10 hr X Grade 5-9
773,Gabriel Peireira,Female,18,Primary,Primary,home,5-10 hr,no,no,yes,14,14,14,Portuguese,5-10 hr X Primary,5-10 hr X Primary
774,Gabriel Peireira,Male,18,Post-Secondary,Post-Secondary,course,5-10 hr,no,no,yes,13,14,13,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
775,Gabriel Peireira,Male,17,Secondary,Secondary,reputation,<2 hr,no,no,yes,17,18,17,Portuguese,<2 hr X Secondary,<2 hr X Secondary
776,Gabriel Peireira,Male,17,Grade 5-9,Grade 5-9,course,<2 hr,yes,no,yes,11,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
777,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,13,12,13,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
778,Gabriel Peireira,Female,17,Post-Secondary,Post-Secondary,course,5-10 hr,yes,no,yes,15,14,15,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
779,Gabriel Peireira,Female,17,Secondary,Secondary,course,<2 hr,yes,yes,yes,11,12,11,Portuguese,<2 hr X Secondary,<2 hr X Secondary
780,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,course,>10 hr,yes,yes,yes,11,11,12,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
781,Gabriel Peireira,Male,19,Secondary,Grade 5-9,home,<2 hr,yes,no,yes,11,10,10,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
782,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,course,2-5 hr,no,no,yes,10,9,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
783,Gabriel Peireira,Female,17,Grade 5-9,Post-Secondary,course,5-10 hr,yes,no,yes,15,15,15,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Post-Secondary
784,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,reputation,<2 hr,no,no,yes,15,14,15,Portuguese,<2 hr X Grade 5-9,<2 hr X Grade 5-9
785,Gabriel Peireira,Female,18,Secondary,Secondary,home,2-5 hr,no,no,yes,10,11,12,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
786,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,home,2-5 hr,no,no,yes,10,9,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
787,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,course,>10 hr,no,no,yes,14,13,14,Portuguese,>10 hr X Grade 5-9,>10 hr X Grade 5-9
788,Gabriel Peireira,Female,17,Secondary,Post-Secondary,course,5-10 hr,no,no,yes,11,13,14,Portuguese,5-10 hr X Secondary,5-10 hr X Post-Secondary
789,Gabriel Peireira,Female,17,Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,12,13,15,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
790,Gabriel Peireira,Female,18,Secondary,Secondary,home,>10 hr,yes,no,yes,14,14,15,Portuguese,>10 hr X Secondary,>10 hr X Secondary
791,Gabriel Peireira,Female,17,Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,14,14,16,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
792,Gabriel Peireira,Male,18,Post-Secondary,Post-Secondary,home,2-5 hr,yes,no,yes,12,12,13,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
793,Gabriel Peireira,Male,18,Secondary,Post-Secondary,home,2-5 hr,no,no,yes,16,16,17,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
794,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,home,2-5 hr,yes,no,yes,10,12,14,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
795,Gabriel Peireira,Female,18,Grade 5-9,Secondary,course,5-10 hr,yes,no,yes,11,12,14,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Secondary
796,Gabriel Peireira,Female,18,Secondary,Grade 5-9,other,5-10 hr,no,no,yes,14,16,17,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
797,Gabriel Peireira,Male,18,Post-Secondary,Secondary,course,5-10 hr,no,no,yes,15,14,17,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Secondary
798,Gabriel Peireira,Male,18,Post-Secondary,Secondary,course,5-10 hr,yes,no,yes,14,13,14,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Secondary
799,Gabriel Peireira,Female,17,Post-Secondary,Secondary,reputation,5-10 hr,yes,no,yes,11,12,13,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Secondary
800,Gabriel Peireira,Female,17,Grade 5-9,Primary,course,2-5 hr,yes,no,yes,12,15,15,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
801,Gabriel Peireira,Female,17,Grade 5-9,Primary,reputation,2-5 hr,yes,no,yes,12,16,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
802,Gabriel Peireira,Female,19,Grade 5-9,Secondary,home,<2 hr,no,no,no,10,11,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
803,Gabriel Peireira,Female,17,Secondary,Primary,home,<2 hr,yes,yes,yes,10,13,13,Portuguese,<2 hr X Secondary,<2 hr X Primary
804,Gabriel Peireira,Female,21,Post-Secondary,Post-Secondary,reputation,5-10 hr,no,yes,yes,9,12,12,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
805,Gabriel Peireira,Male,18,Grade 5-9,Grade 5-9,reputation,2-5 hr,yes,no,no,9,11,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
806,Gabriel Peireira,Male,18,Secondary,Post-Secondary,reputation,2-5 hr,no,no,yes,13,14,15,Portuguese,2-5 hr X Secondary,2-5 hr X Post-Secondary
807,Gabriel Peireira,Female,17,Grade 5-9,Grade 5-9,reputation,2-5 hr,yes,no,yes,13,17,17,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
808,Gabriel Peireira,Male,17,Post-Secondary,Post-Secondary,reputation,5-10 hr,yes,no,yes,12,15,15,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
809,Gabriel Peireira,Female,18,Post-Secondary,Grade 5-9,course,2-5 hr,yes,no,yes,14,17,17,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
810,Gabriel Peireira,Male,21,Primary,Primary,course,2-5 hr,yes,no,no,9,10,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
811,Gabriel Peireira,Female,20,Primary,Primary,reputation,5-10 hr,no,no,yes,11,15,15,Portuguese,5-10 hr X Primary,5-10 hr X Primary
812,Gabriel Peireira,Female,19,Post-Secondary,Post-Secondary,home,<2 hr,yes,no,yes,9,10,11,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
813,Gabriel Peireira,Male,17,Secondary,Grade 5-9,reputation,2-5 hr,yes,no,yes,16,18,18,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
814,Gabriel Peireira,Female,18,Secondary,Grade 5-9,reputation,5-10 hr,yes,no,yes,14,17,17,Portuguese,5-10 hr X Secondary,5-10 hr X Grade 5-9
815,Gabriel Peireira,Male,18,Grade 5-9,Secondary,reputation,<2 hr,no,no,yes,13,14,14,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
816,Gabriel Peireira,Male,19,Grade 5-9,Primary,reputation,<2 hr,no,no,yes,7,11,11,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
817,Gabriel Peireira,Female,18,Grade 5-9,Grade 5-9,reputation,2-5 hr,yes,no,yes,14,17,17,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
818,Gabriel Peireira,Female,20,Primary,None,reputation,<2 hr,no,no,yes,8,10,10,Portuguese,<2 hr X Primary,<2 hr X None
819,Gabriel Peireira,Female,18,Secondary,Grade 5-9,home,2-5 hr,yes,no,yes,10,13,13,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
820,Mousinho da Silveira,Female,16,Primary,Secondary,other,<2 hr,yes,no,no,10,11,11,Portuguese,<2 hr X Primary,<2 hr X Secondary
821,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,12,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
822,Mousinho da Silveira,Female,15,Primary,Primary,other,<2 hr,yes,no,yes,10,10,10,Portuguese,<2 hr X Primary,<2 hr X Primary
823,Mousinho da Silveira,Female,15,Secondary,Secondary,course,<2 hr,yes,no,yes,10,10,11,Portuguese,<2 hr X Secondary,<2 hr X Secondary
824,Mousinho da Silveira,Female,16,Grade 5-9,Secondary,course,2-5 hr,no,no,yes,16,17,17,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
825,Mousinho da Silveira,Female,15,Grade 5-9,Primary,home,<2 hr,no,no,no,6,8,9,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
826,Mousinho da Silveira,Male,16,Post-Secondary,Post-Secondary,home,2-5 hr,yes,no,yes,10,11,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
