,school,sex,age,address,parent_living_status,mother_edu,father_edu,mother_job,father_job,enrollment_reason,guardian,travel_time,weekly_study_time,failures,school_support,family_support,extra_paid_classes,activity_participation,higher_education_plan,internet,romantic,family_relations,free_time,out_w/_friends,weekday_alcohol,weekend_alcohol,health,absences,first_period_grade,second_period_grade,final_grade,subject
669,Gabriel Pereira,M,17,rural,together,1,1,other,other,home,father,2,3,0,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,portuguese
670,Gabriel Pereira,F,17,urban,together,3,3,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,portuguese
671,Gabriel Pereira,F,17,urban,together,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,portuguese
672,Gabriel Pereira,F,18,urban,together,2,1,other,other,course,other,2,3,0,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,portuguese
673,Gabriel Pereira,M,16,urban,together,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,3,3,1,1,4,7,15,16,16,portuguese
674,Gabriel Pereira,F,17,urban,together,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,no,no,4,3,4,1,2,5,4,11,10,11,portuguese
675,Gabriel Pereira,M,17,urban,together,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,no,5,2,2,1,1,2,2,9,12,13,portuguese
676,Gabriel Pereira,M,22,urban,together,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,portuguese
677,Gabriel Pereira,M,18,rural,together,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,portuguese
678,Gabriel Pereira,M,16,urban,together,0,2,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,portuguese
679,Gabriel Pereira,M,18,urban,together,3,2,services,other,course,mother,2,1,0,no,no,no,no,no,yes,no,4,4,5,2,4,5,8,7,8,7,portuguese
680,Gabriel Pereira,M,16,urban,together,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,portuguese
681,Gabriel Pereira,M,18,urban,together,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,portuguese
682,Gabriel Pereira,M,16,rural,together,2,1,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,3,3,2,1,3,3,2,14,13,12,portuguese
683,Gabriel Pereira,M,17,rural,together,2,1,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,portuguese
684,Gabriel Pereira,M,17,urban,together,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,portuguese
685,Gabriel Pereira,F,18,urban,apart,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,portuguese
686,Gabriel Pereira,F,17,urban,together,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,portuguese
687,Gabriel Pereira,F,19,urban,together,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,5,0,10,10,11,portuguese
688,Gabriel Pereira,M,18,urban,together,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,yes,no,4,4,5,4,4,5,4,11,10,11,portuguese
689,Gabriel Pereira,F,17,rural,together,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,portuguese
690,Gabriel Pereira,F,18,urban,together,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,portuguese
691,Gabriel Pereira,F,18,rural,together,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,no,no,3,2,3,1,1,5,4,11,11,13,portuguese
692,Gabriel Pereira,M,19,urban,apart,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,1,1,4,11,13,14,portuguese
693,Gabriel Pereira,M,18,urban,together,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,portuguese
694,Gabriel Pereira,M,17,rural,together,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,portuguese
695,Gabriel Pereira,F,17,urban,together,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,portuguese
696,Gabriel Pereira,F,20,rural,together,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,portuguese
697,Gabriel Pereira,F,18,urban,together,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,portuguese
698,Gabriel Pereira,M,18,urban,together,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,portuguese
699,Gabriel Pereira,M,18,rural,together,3,2,other,other,course,mother,1,3,0,no,no,no,yes,yes,no,no,5,3,2,1,1,3,2,10,11,12,portuguese
700,Gabriel Pereira,F,17,urban,together,3,3,other,other,home,mother,1,3,0,no,no,no,yes,yes,no,no,3,2,3,1,1,4,2,15,12,13,portuguese
701,Gabriel Pereira,F,18,urban,together,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,portuguese
702,Gabriel Pereira,M,17,urban,together,2,2,other,other,home,father,2,1,0,no,no,no,no,no,yes,no,4,4,4,2,3,4,8,8,8,9,portuguese
703,Gabriel Pereira,M,18,rural,apart,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,portuguese
704,Gabriel Pereira,M,17,urban,together,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,portuguese
705,Gabriel Pereira,F,18,rural,together,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,portuguese
706,Gabriel Pereira,M,18,urban,together,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,portuguese
707,Gabriel Pereira,F,18,rural,together,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,4,3,5,1,2,3,12,8,9,10,portuguese
708,Gabriel Pereira,F,19,urban,together,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,portuguese
709,Gabriel Pereira,F,18,urban,together,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,portuguese
710,Gabriel Pereira,F,18,urban,together,1,1,other,other,home,mother,2,2,0,no,yes,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,portuguese
711,Gabriel Pereira,M,17,rural,together,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,yes,no,yes,3,5,2,2,2,1,2,16,17,18,portuguese
712,Gabriel Pereira,F,18,urban,together,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,portuguese
713,Gabriel Pereira,F,17,urban,together,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,portuguese
714,Gabriel Pereira,F,17,urban,together,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,portuguese
715,Gabriel Pereira,F,18,rural,apart,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,portuguese
716,Gabriel Pereira,M,18,urban,together,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,portuguese
717,Gabriel Pereira,F,18,urban,together,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,portuguese
718,Gabriel Pereira,F,17,urban,together,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,portuguese
719,Gabriel Pereira,F,19,rural,together,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,no,yes,no,3,3,3,4,3,3,0,9,8,10,portuguese
720,Gabriel Pereira,M,18,urban,together,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,portuguese
721,Gabriel Pereira,M,18,urban,together,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,portuguese
722,Gabriel Pereira,M,17,urban,apart,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,portuguese
723,Gabriel Pereira,M,17,urban,apart,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,4,3,4,3,18,13,13,13,portuguese
724,Gabriel Pereira,F,18,rural,together,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,portuguese
725,Gabriel Pereira,F,18,urban,together,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,portuguese
726,Gabriel Pereira,F,17,urban,together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,portuguese
727,Gabriel Pereira,F,18,urban,together,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,portuguese
728,Gabriel Pereira,M,17,urban,together,1,1,other,other,reputation,father,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,portuguese
729,Gabriel Pereira,F,18,urban,together,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,2,0,18,18,18,portuguese
730,Gabriel Pereira,F,17,urban,together,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,0,13,13,14,portuguese
731,Gabriel Pereira,M,18,urban,together,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,portuguese
732,Gabriel Pereira,M,18,urban,apart,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,portuguese
733,Gabriel Pereira,M,18,urban,together,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,portuguese
734,Gabriel Pereira,F,17,urban,together,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,4,2,2,1,2,3,0,17,18,18,portuguese
735,Gabriel Pereira,F,17,rural,together,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,no,no,3,1,2,1,1,3,0,18,19,19,portuguese
736,Gabriel Pereira,M,18,rural,together,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,portuguese
737,Gabriel Pereira,M,17,urban,together,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,4,4,3,1,3,5,0,14,15,15,portuguese
738,Gabriel Pereira,F,19,urban,together,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,portuguese
739,Gabriel Pereira,F,18,urban,together,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,portuguese
740,Gabriel Pereira,F,18,urban,together,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,0,16,17,17,portuguese
741,Gabriel Pereira,M,18,urban,together,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,portuguese
742,Gabriel Pereira,F,18,urban,apart,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,portuguese
743,Gabriel Pereira,M,17,urban,together,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,no,4,1,1,2,2,5,0,12,13,13,portuguese
744,Gabriel Pereira,F,17,rural,together,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,portuguese
745,Gabriel Pereira,F,17,urban,together,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,0,16,16,16,portuguese
746,Gabriel Pereira,F,17,urban,together,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,yes,yes,no,5,2,2,1,2,5,0,18,18,18,portuguese
747,Gabriel Pereira,M,19,rural,together,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,portuguese
748,Gabriel Pereira,M,20,urban,apart,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,portuguese
749,Gabriel Pereira,M,19,rural,together,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,portuguese
750,Gabriel Pereira,F,18,urban,together,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,portuguese
751,Gabriel Pereira,F,18,urban,together,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,portuguese
752,Gabriel Pereira,F,17,urban,together,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,portuguese
753,Gabriel Pereira,F,17,rural,together,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,portuguese
754,Gabriel Pereira,F,18,urban,together,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,portuguese
755,Gabriel Pereira,F,18,urban,together,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,no,3,2,4,1,4,1,8,12,12,15,portuguese
756,Gabriel Pereira,F,17,rural,together,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,2,5,5,2,15,15,17,portuguese
757,Gabriel Pereira,F,18,urban,together,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,no,4,1,4,1,1,3,8,11,12,14,portuguese
758,Gabriel Pereira,M,19,urban,together,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,portuguese
759,Gabriel Pereira,F,18,urban,together,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,3,3,5,0,12,11,13,portuguese
760,Gabriel Pereira,F,18,urban,together,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,portuguese
761,Gabriel Pereira,F,17,urban,together,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,portuguese
762,Gabriel Pereira,F,17,urban,apart,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,portuguese
763,Gabriel Pereira,F,17,urban,apart,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,no,5,3,3,1,1,5,0,12,12,13,portuguese
764,Gabriel Pereira,F,17,urban,together,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,portuguese
765,Gabriel Pereira,M,18,urban,together,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,no,4,2,5,3,4,5,2,8,9,11,portuguese
766,Gabriel Pereira,F,19,urban,together,1,1,other,other,course,other,3,3,0,no,no,no,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,portuguese
767,Gabriel Pereira,F,19,urban,apart,1,1,other,other,course,other,3,2,2,no,yes,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,portuguese
768,Gabriel Pereira,F,18,urban,together,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,portuguese
769,Gabriel Pereira,F,17,urban,together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,yes,4,2,2,1,1,3,4,14,13,13,portuguese
770,Gabriel Pereira,F,17,rural,together,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,portuguese
771,Gabriel Pereira,F,17,urban,together,3,1,services,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,portuguese
772,Gabriel Pereira,F,17,urban,together,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,no,3,3,3,2,3,2,0,14,14,15,portuguese
773,Gabriel Pereira,F,18,urban,together,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,portuguese
774,Gabriel Pereira,M,18,urban,together,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,portuguese
775,Gabriel Pereira,M,17,urban,together,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,4,3,5,3,5,5,0,17,18,17,portuguese
776,Gabriel Pereira,M,17,rural,together,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,no,4,4,5,5,5,4,2,11,10,10,portuguese
777,Gabriel Pereira,F,17,urban,together,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,portuguese
778,Gabriel Pereira,F,17,urban,together,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,portuguese
779,Gabriel Pereira,F,17,urban,together,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,portuguese
780,Gabriel Pereira,M,18,urban,together,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,portuguese
781,Gabriel Pereira,M,19,rural,together,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,portuguese
782,Gabriel Pereira,F,18,urban,together,2,2,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,portuguese
783,Gabriel Pereira,F,17,rural,together,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,portuguese
784,Gabriel Pereira,M,18,urban,together,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,portuguese
785,Gabriel Pereira,F,18,urban,together,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,portuguese
786,Gabriel Pereira,F,18,urban,together,2,2,other,other,home,other,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,portuguese
787,Gabriel Pereira,F,18,rural,together,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,portuguese
788,Gabriel Pereira,F,17,urban,together,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,4,4,5,1,3,5,8,11,13,14,portuguese
789,Gabriel Pereira,F,17,urban,together,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,portuguese
790,Gabriel Pereira,F,18,urban,together,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,no,5,3,3,1,1,1,4,14,14,15,portuguese
791,Gabriel Pereira,F,17,rural,apart,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,2,3,2,0,14,14,16,portuguese
792,Gabriel Pereira,M,18,urban,together,4,4,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13,portuguese
793,Gabriel Pereira,M,18,urban,together,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,portuguese
794,Gabriel Pereira,F,17,urban,apart,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,portuguese
795,Gabriel Pereira,F,18,urban,together,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,3,0,11,12,14,portuguese
796,Gabriel Pereira,F,18,urban,together,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,portuguese
797,Gabriel Pereira,M,18,rural,together,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,portuguese
798,Gabriel Pereira,M,18,urban,together,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,portuguese
799,Gabriel Pereira,F,17,urban,together,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,portuguese
800,Gabriel Pereira,F,17,urban,together,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,portuguese
801,Gabriel Pereira,F,17,urban,together,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16,portuguese
802,Gabriel Pereira,F,19,urban,apart,2,3,at_home,other,home,other,2,1,1,no,no,no,no,no,yes,no,2,2,3,3,4,5,16,10,11,11,portuguese
803,Gabriel Pereira,F,17,urban,together,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,4,1,2,1,1,3,6,10,13,13,portuguese
804,Gabriel Pereira,F,21,urban,together,4,4,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12,portuguese
805,Gabriel Pereira,M,18,urban,together,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,yes,no,4,4,4,1,3,3,11,9,11,12,portuguese
806,Gabriel Pereira,M,18,urban,apart,3,4,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15,portuguese
807,Gabriel Pereira,F,17,urban,together,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17,portuguese
808,Gabriel Pereira,M,17,urban,apart,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,4,4,2,1,2,4,2,12,15,15,portuguese
809,Gabriel Pereira,F,18,urban,together,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17,portuguese
810,Gabriel Pereira,M,21,rural,together,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10,portuguese
811,Gabriel Pereira,F,20,rural,together,1,1,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,3,2,2,1,3,3,8,11,15,15,portuguese
812,Gabriel Pereira,F,19,urban,together,4,4,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,3,2,5,4,4,5,5,9,10,11,portuguese
813,Gabriel Pereira,M,17,urban,apart,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,1,2,5,10,16,18,18,portuguese
814,Gabriel Pereira,F,18,urban,together,3,2,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,4,3,4,1,2,2,5,14,17,17,portuguese
815,Gabriel Pereira,M,18,rural,together,2,3,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,no,3,1,3,4,5,4,13,13,14,14,portuguese
816,Gabriel Pereira,M,19,urban,together,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,5,3,4,1,4,4,10,7,11,11,portuguese
817,Gabriel Pereira,F,18,urban,apart,2,2,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,no,4,1,4,1,3,4,10,14,17,17,portuguese
818,Gabriel Pereira,F,20,urban,together,1,0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,5,8,10,10,portuguese
819,Gabriel Pereira,F,18,urban,together,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,portuguese
820,Mousinho da Silveira,F,16,urban,together,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,no,yes,yes,4,3,3,1,3,5,11,10,11,11,portuguese
821,Mousinho da Silveira,F,16,rural,together,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12,portuguese
822,Mousinho da Silveira,F,15,rural,together,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,no,yes,4,1,3,1,1,2,6,10,10,10,portuguese
823,Mousinho da Silveira,F,15,rural,together,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,no,5,4,4,2,3,5,4,10,10,11,portuguese
824,Mousinho da Silveira,F,16,rural,together,2,3,at_home,services,course,mother,2,2,0,no,no,no,no,yes,no,no,4,5,2,1,2,5,0,16,17,17,portuguese
825,Mousinho da Silveira,F,15,rural,together,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,no,no,no,1,3,4,1,1,1,0,6,8,9,portuguese
826,Mousinho da Silveira,M,16,rural,apart,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,no,no,5,3,2,1,3,2,5,10,11,11,portuguese
827,Mousinho da Silveira,M,16,urban,apart,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,no,4,4,3,1,1,5,0,10,11,11,portuguese
828,Mousinho da Silveira,F,17,rural,together,3,2,at_home,other,course,father,1,2,1,no,no,no,no,yes,no,yes,4,5,4,1,2,5,0,10,10,10,portuguese
829,Mousinho da Silveira,F,17,rural,together,1,1,other,other,other,father,1,1,1,no,yes,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7,portuguese
830,Mousinho da Silveira,F,15,rural,together,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,1,5,1,3,5,5,0,13,14,14,portuguese
831,Mousinho da Silveira,F,16,urban,apart,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,yes,1,2,1,1,1,1,4,10,9,11,portuguese
832,Mousinho da Silveira,F,15,rural,together,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,no,5,4,3,1,2,4,0,10,10,10,portuguese
833,Mousinho da Silveira,F,15,rural,together,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,4,4,3,1,2,2,4,6,7,8,portuguese
